ObjectClass,Name,whenCreated,whenChanged,DistinguishedName
"top, attributeSchema",dhcp-State,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-DS-All-Users-Trust-Quota,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-SQL-RegisteredOwner,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Picture,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Version-Number,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-IsManaged,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-DS-Claim-Type-Property-Base,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",dhcp-Subnets,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-DS-Allowed-DNS-Suffixes,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-SQL-Contact,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",PKI-Critical-Extensions,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Version-Number-Hi,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Cloud-IsManaged,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-ieee-80211-Policy,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",dhcp-Type,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-DS-Allowed-To-Delegate-To,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-SQL-Location,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",PKI-Default-CSPs,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Version-Number-Lo,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Cloud-Anchor,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-DS-Claim-Types,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",dhcp-Unique-Key,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-DS-Auxiliary-Classes,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-SQL-Memory,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",PKI-Default-Key-Spec,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Vol-Table-GUID,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Cloud-Issuer-Public-Certificates,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-Imaging-PSPs,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",dhcp-Update-Time,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-DS-Approx-Immed-Subordinates,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-SQL-Build,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",PKI-Enrollment-Access,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Vol-Table-Idx-GUID,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Cloud-IsEnabled,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-DS-Resource-Properties,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Display-Name,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-DS-AuthenticatedAt-DC,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-SQL-ServiceAccount,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",PKI-Expiration-Period,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Volume-Count,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-SyncServerUrl,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-Imaging-PostScanProcess,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Display-Name-Printable,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-DS-AuthenticatedTo-Accountlist,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-SQL-CharacterSet,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",PKI-Extended-Key-Usage,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Wbem-Path,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-User-Allowed-To-Authenticate-To,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-DS-Claim-Type,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",DIT-Content-Rules,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-DS-Az-Application-Data,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-SQL-SortOrder,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",PKI-Key-Usage,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Well-Known-Objects,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-User-Allowed-To-Authenticate-From,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-Print-ConnectionPolicy,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Division,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-DS-Az-Application-Name,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-SQL-UnicodeSortOrder,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",PKI-Max-Issuing-Depth,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",When-Changed,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-User-TGT-Lifetime,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-DS-Resource-Property,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",DMD-Location,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-DS-Az-Application-Version,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-SQL-Clustered,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",PKI-Overlap-Period,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",When-Created,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Computer-Allowed-To-Authenticate-To,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-PKI-Enterprise-Oid,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",DMD-Name,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-DS-Az-Biz-Rule,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-SQL-NamedPipe,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",PKT,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Winsock-Addresses,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Computer-TGT-Lifetime,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-DS-Resource-Property-List,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",DN-Reference-Update,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-DS-Az-Biz-Rule-Language,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-SQL-MultiProtocol,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",PKT-Guid,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",WWW-Home-Page,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Service-Allowed-To-Authenticate-To,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-PKI-Key-Recovery-Agent,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Dns-Allow-Dynamic,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-DS-Az-Class-ID,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-SQL-SPX,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Policy-Replication-Flags,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",WWW-Page-Other,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Service-Allowed-To-Authenticate-From,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-SPP-Activation-Objects-Container,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Dns-Allow-XFR,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-DS-Az-Domain-Timeout,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-SQL-TCPIP,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Port-Name,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",X121-Address,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Service-TGT-Lifetime,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",MS-SQL-SQLServer,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",DNS-Host-Name,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-DS-Az-Generate-Audits,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-SQL-AppleTalk,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Poss-Superiors,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",x500uniqueIdentifier,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Assigned-AuthN-Policy-Silo,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-SPP-Activation-Object,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Dns-Notify-Secondaries,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-DS-Az-Last-Imported-Biz-Rule-Path,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-SQL-Vines,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Possible-Inferiors,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",X509-Cert,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Assigned-AuthN-Policy-Silo-BL,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",MS-SQL-OLAPServer,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",DNS-Property,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-DS-Az-LDAP-Query,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-SQL-Status,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Post-Office-Box,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",UnixUserPassword,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-AuthN-Policy-Silo-Members,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-TPM-Information-Objects-Container,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Dns-Record,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-DS-Az-Major-Version,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-SQL-LastUpdatedDate,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Postal-Address,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",UidNumber,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-AuthN-Policy-Silo-Members-BL,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",MS-SQL-SQLRepository,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Dns-Root,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-DS-Az-Minor-Version,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-SQL-InformationURL,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Postal-Code,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",GidNumber,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-User-AuthN-Policy,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-TPM-Information-Object,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Dns-Secure-Secondaries,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-DS-Az-Operation-ID,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-SQL-ConnectionURL,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Preferred-Delivery-Method,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Gecos,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-User-AuthN-Policy-BL,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",MS-SQL-SQLPublication,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",DNS-Tombstoned,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-DS-Az-Scope-Name,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-SQL-PublicationURL,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",preferredLanguage,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",UnixHomeDirectory,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Computer-AuthN-Policy,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-DNS-Server-Settings,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",documentAuthor,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-DS-Az-Script-Engine-Cache-Max,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-SQL-GPSLatitude,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Preferred-OU,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",LoginShell,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Computer-AuthN-Policy-BL,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",MS-SQL-SQLDatabase,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",documentIdentifier,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-DS-Az-Script-Timeout,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-SQL-GPSLongitude,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Prefix-Map,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ShadowLastChange,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Service-AuthN-Policy,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-Authz-Central-Access-Policies,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",documentLocation,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-DS-Az-Task-Is-Role-Definition,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-SQL-GPSHeight,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Presentation-Address,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ShadowMin,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Service-AuthN-Policy-BL,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",MS-SQL-OLAPDatabase,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",documentPublisher,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-DS-Az-Object-Guid,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-SQL-Version,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Previous-CA-Certificates,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ShadowMax,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Assigned-AuthN-Policy,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-Authz-Central-Access-Rules,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",documentTitle,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-DS-Az-Generic-Data,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-SQL-Language,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Previous-Parent-CA,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ShadowWarning,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Assigned-AuthN-Policy-BL,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",MS-SQL-OLAPCube,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",documentVersion,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-DS-Behavior-Version,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-SQL-Description,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Primary-Group-ID,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ShadowInactive,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-AuthN-Policy-Enforced,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-Authz-Central-Access-Rule,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Domain-Certificate-Authorities,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-DS-Byte-Array,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-SQL-Type,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Primary-Group-Token,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ShadowExpire,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-AuthN-Policy-Silo-Enforced,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-TAPI-Rt-Conference,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Domain-Component,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-DS-Cached-Membership,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-SQL-InformationDirectory,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Print-Attributes,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ShadowFlag,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Device-MDMStatus,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-Authz-Central-Access-Policy,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Domain-Cross-Ref,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-DS-Cached-Membership-Time-Stamp,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-SQL-Database,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Print-Bin-Names,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MemberUid,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-External-Directory-Object-Id,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-TAPI-Rt-Person,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Domain-ID,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-DS-Consistency-Guid,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-SQL-AllowAnonymousSubscription,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Print-Collate,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MemberNisNetgroup,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Is-Compliant,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-Kds-Prov-ServerConfiguration,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Domain-Identifier,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-DS-Consistency-Child-Count,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-SQL-Alias,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Print-Color,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",NisNetgroupTriple,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Key-Id,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-WMI-IntRangeParam,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Domain-Policy-Object,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-DS-Creator-SID,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-SQL-Size,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Print-Duplex-Supported,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",IpServicePort,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Key-Material,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-Kds-Prov-RootKey,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Domain-Policy-Reference,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-DS-Date-Time,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-SQL-CreationDate,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Print-End-Time,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",IpServiceProtocol,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Key-Usage,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-WMI-IntSetParam,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Domain-Replica,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-DS-Default-Quota,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-SQL-LastBackupDate,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Print-Form-Name,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",IpProtocolNumber,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Key-Principal,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-DS-Group-Managed-Service-Account,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Domain-Wide-Policy,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-DS-Deleted-Object-Lifetime,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-SQL-LastDiagnosticDate,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Print-Keep-Printed-Jobs,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
